safehouse_id,month_start,month_end,active_residents,avg_education_progress,avg_health_score,process_recording_count,home_visitation_count,incident_count,safehouse_code,safehouse_name,region,city,status,open_date,capacity_girls,capacity_staff,allocated_amount_month,allocation_count_month,allocation_program_diversity_month,allocated_amount_education_month,allocated_amount_maintenance_month,allocated_amount_operations_month,allocated_amount_outreach_month,allocated_amount_transport_month,allocated_amount_wellbeing_month,safehouse_age_months,capacity_utilization_ratio,capacity_gap,active_residents_lag1,avg_education_progress_lag1,avg_health_score_lag1,process_recording_count_lag1,home_visitation_count_lag1,incident_count_lag1,allocated_amount_month_lag1,allocation_count_month_lag1,allocation_program_diversity_month_lag1,capacity_utilization_ratio_lag1,allocated_amount_education_month_lag1,allocated_amount_maintenance_month_lag1,allocated_amount_operations_month_lag1,allocated_amount_outreach_month_lag1,allocated_amount_transport_month_lag1,allocated_amount_wellbeing_month_lag1,active_residents_lag2,avg_education_progress_lag2,avg_health_score_lag2,process_recording_count_lag2,home_visitation_count_lag2,incident_count_lag2,allocated_amount_month_lag2,allocation_count_month_lag2,allocation_program_diversity_month_lag2,capacity_utilization_ratio_lag2,allocated_amount_education_month_lag2,allocated_amount_maintenance_month_lag2,allocated_amount_operations_month_lag2,allocated_amount_outreach_month_lag2,allocated_amount_transport_month_lag2,allocated_amount_wellbeing_month_lag2,active_residents_lag3,avg_education_progress_lag3,avg_health_score_lag3,process_recording_count_lag3,home_visitation_count_lag3,incident_count_lag3,allocated_amount_month_lag3,allocation_count_month_lag3,allocation_program_diversity_month_lag3,capacity_utilization_ratio_lag3,allocated_amount_education_month_lag3,allocated_amount_maintenance_month_lag3,allocated_amount_operations_month_lag3,allocated_amount_outreach_month_lag3,allocated_amount_transport_month_lag3,allocated_amount_wellbeing_month_lag3,active_residents_rolling_mean_3,process_recording_count_rolling_mean_3,home_visitation_count_rolling_mean_3,incident_count_rolling_mean_3,allocated_amount_month_rolling_mean_3,capacity_utilization_ratio_rolling_mean_3,active_residents_rolling_mean_6,process_recording_count_rolling_mean_6,home_visitation_count_rolling_mean_6,incident_count_rolling_mean_6,allocated_amount_month_rolling_mean_6,capacity_utilization_ratio_rolling_mean_6,next_active_residents,next_process_recording_count,next_home_visitation_count,next_incident_count,next_capacity_utilization_ratio,future_window_complete_1m,label_capacity_pressure_next_month,label_next_active_residents
4,2023-10-01,2023-10-31,8,72.87,3.3,4,3,0,SH04,Lighthouse Safehouse 4,Visayas,Iloilo City,Active,2022-05-16,12,4,1104.48,3.0,3.0,300.0,784.78,0.0,0.0,19.7,0.0,17,0.6666666666666666,4,8.0,90.8,3.37,3.0,3.0,0.0,444.97,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,444.97,8.0,86.95,3.33,5.0,4.0,0.0,3.54,1.0,1.0,0.6666666666666666,0.0,0.0,3.54,0.0,0.0,0.0,8.0,73.8,3.33,2.0,0.0,0.0,1104.16,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1104.16,0.0,8.0,3.333333333333333,2.333333333333333,0.0,517.5566666666667,0.6666666666666666,8.0,2.5,1.6666666666666667,0.0,780.7266666666668,0.6666666666666666,8.0,8.0,2.0,0.0,0.6666666666666666,True,False,8.0
6,2023-10-01,2023-10-31,5,77.4,3.05,10,1,0,SH06,Lighthouse Safehouse 6,Mindanao,Cagayan de Oro,Active,2022-08-14,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.625,3,5.0,100.0,2.98,2.0,0.0,0.0,1099.1,3.0,2.0,0.625,187.26,0.0,0.0,911.84,0.0,0.0,5.0,77.7,2.88,3.0,0.0,0.0,26.27,1.0,1.0,0.625,26.27,0.0,0.0,0.0,0.0,0.0,5.0,62.1,2.91,6.0,2.0,0.0,5.72,1.0,1.0,0.625,5.72,0.0,0.0,0.0,0.0,0.0,5.0,3.6666666666666665,0.6666666666666666,0.0,377.03,0.625,5.0,2.1666666666666665,0.5,0.1666666666666666,615.2583333333333,0.625,5.0,4.0,6.0,0.0,0.625,True,False,5.0
7,2023-10-01,2023-10-31,8,93.23,2.99,10,2,0,SH07,Lighthouse Safehouse 7,Visayas,Bacolod,Active,2022-09-28,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.6666666666666666,4,8.0,89.1,2.99,5.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,81.07,2.98,6.0,1.0,1.0,860.6,2.0,2.0,0.6666666666666666,0.0,400.04,460.56,0.0,0.0,0.0,8.0,72.93,3.01,6.0,4.0,0.0,374.1,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,374.1,0.0,8.0,5.666666666666667,2.333333333333333,0.3333333333333333,411.56666666666666,0.6666666666666666,8.0,3.6666666666666665,2.0,0.1666666666666666,254.975,0.6666666666666666,8.0,7.0,1.0,0.0,0.6666666666666666,True,False,8.0
2,2023-10-01,2023-10-31,8,,,2,3,0,SH02,Lighthouse Safehouse 2,Visayas,Cebu City,Active,2022-02-15,10,5,784.78,1.0,1.0,0.0,0.0,784.78,0.0,0.0,0.0,20,0.8,2,8.0,,,5.0,1.0,0.0,313.53,1.0,1.0,0.8,0.0,0.0,0.0,313.53,0.0,0.0,8.0,,,0.0,2.0,0.0,2136.46,3.0,2.0,0.8,0.0,0.0,1174.04,0.0,0.0,962.42,8.0,100.0,3.3,1.0,2.0,0.0,4.89,1.0,1.0,0.8,0.0,0.0,4.89,0.0,0.0,0.0,8.0,2.0,1.6666666666666667,0.0,818.2933333333334,0.8,8.0,1.6666666666666667,1.3333333333333333,0.0,1105.7866666666666,0.8,8.0,2.0,0.0,0.0,0.8,True,False,8.0
5,2023-10-01,2023-10-31,6,78.67,3.27,10,10,0,SH05,Lighthouse Safehouse 5,Luzon,Baguio City,Active,2022-06-30,11,4,526.78,2.0,2.0,0.0,0.0,0.0,511.42,15.36,0.0,16,0.5454545454545454,5,6.0,84.55,3.24,4.0,3.0,1.0,175.09,1.0,1.0,0.5454545454545454,175.09,0.0,0.0,0.0,0.0,0.0,6.0,77.15,3.12,1.0,0.0,0.0,3.54,1.0,1.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,3.54,6.0,100.0,3.42,1.0,3.0,0.0,1265.19,3.0,3.0,0.5454545454545454,0.0,0.0,0.0,687.39,538.65,39.15,6.0,2.0,2.0,0.3333333333333333,481.27333333333337,0.5454545454545454,6.0,2.6666666666666665,1.6666666666666667,0.1666666666666666,245.4916666666667,0.5454545454545454,6.0,14.0,3.0,0.0,0.5454545454545454,True,False,6.0
1,2023-10-01,2023-10-31,10,71.17,3.0,10,11,0,SH01,Lighthouse Safehouse 1,Luzon,Quezon City,Active,2022-01-01,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.25,-2,10.0,75.3,2.97,8.0,9.0,0.0,12.17,1.0,1.0,1.25,0.0,0.0,12.17,0.0,0.0,0.0,10.0,81.87,3.14,7.0,9.0,0.0,2039.92,3.0,3.0,1.25,935.56,0.0,0.0,0.0,667.96,436.4,10.0,74.93,3.08,9.0,7.0,0.0,1998.12,4.0,4.0,1.25,811.72,19.2,583.6,0.0,583.6,0.0,10.0,8.0,8.333333333333334,0.0,1350.07,1.25,10.0,5.166666666666667,5.5,0.1666666666666666,1233.4116666666666,1.25,10.0,16.0,7.0,0.0,1.25,True,True,10.0
3,2023-10-01,2023-10-31,7,95.25,3.42,18,8,0,SH03,Lighthouse Safehouse 3,Mindanao,Davao City,Active,2022-04-01,9,4,2120.08,2.0,2.0,2104.72,0.0,15.36,0.0,0.0,0.0,18,0.7777777777777778,2,7.0,93.28,3.4,12.0,2.0,0.0,1000.5,1.0,1.0,0.7777777777777778,1000.5,0.0,0.0,0.0,0.0,0.0,7.0,79.78,3.31,13.0,5.0,0.0,345.68,2.0,2.0,0.7777777777777778,20.62,0.0,325.06,0.0,0.0,0.0,7.0,71.53,3.3,6.0,7.0,0.0,1664.0,4.0,2.0,0.7777777777777778,813.94,0.0,0.0,0.0,850.06,0.0,7.0,10.333333333333334,4.666666666666667,0.0,1003.3933333333334,0.7777777777777778,7.0,7.666666666666667,3.1666666666666665,0.0,781.3183333333333,0.7777777777777778,7.0,7.0,10.0,2.0,0.7777777777777778,True,False,7.0
1,2023-11-01,2023-11-30,10,74.2,3.05,16,7,0,SH01,Lighthouse Safehouse 1,Luzon,Quezon City,Active,2022-01-01,8,4,2758.42,5.0,4.0,0.0,300.0,697.89,1460.53,300.0,0.0,22,1.25,-2,10.0,71.17,3.0,10.0,11.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.3,2.97,8.0,9.0,0.0,12.17,1.0,1.0,1.25,0.0,0.0,12.17,0.0,0.0,0.0,10.0,81.87,3.14,7.0,9.0,0.0,2039.92,3.0,3.0,1.25,935.56,0.0,0.0,0.0,667.96,436.4,10.0,8.333333333333334,9.666666666666666,0.0,684.0300000000001,1.25,10.0,6.0,6.666666666666667,0.0,1101.0333333333333,1.25,10.0,12.0,7.0,1.0,1.25,True,True,10.0
2,2023-11-01,2023-11-30,8,,,2,0,0,SH02,Lighthouse Safehouse 2,Visayas,Cebu City,Active,2022-02-15,10,5,1542.7,3.0,3.0,697.89,0.0,825.99,0.0,0.0,18.82,21,0.8,2,8.0,,,2.0,3.0,0.0,784.78,1.0,1.0,0.8,0.0,0.0,784.78,0.0,0.0,0.0,8.0,,,5.0,1.0,0.0,313.53,1.0,1.0,0.8,0.0,0.0,0.0,313.53,0.0,0.0,8.0,,,0.0,2.0,0.0,2136.46,3.0,2.0,0.8,0.0,0.0,1174.04,0.0,0.0,962.42,8.0,2.333333333333333,2.0,0.0,1078.256666666667,0.8,8.0,2.0,1.6666666666666667,0.0,946.0666666666666,0.8,8.0,3.0,2.0,0.0,0.8,True,False,8.0
4,2023-11-01,2023-11-30,8,77.23,3.31,8,2,0,SH04,Lighthouse Safehouse 4,Visayas,Iloilo City,Active,2022-05-16,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.6666666666666666,4,8.0,72.87,3.3,4.0,3.0,0.0,1104.48,3.0,3.0,0.6666666666666666,300.0,784.78,0.0,0.0,19.7,0.0,8.0,90.8,3.37,3.0,3.0,0.0,444.97,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,444.97,8.0,86.95,3.33,5.0,4.0,0.0,3.54,1.0,1.0,0.6666666666666666,0.0,0.0,3.54,0.0,0.0,0.0,8.0,4.0,3.333333333333333,0.0,517.6633333333333,0.6666666666666666,8.0,3.0,2.1666666666666665,0.0,738.745,0.6666666666666666,8.0,10.0,8.0,0.0,0.6666666666666666,True,False,8.0
5,2023-11-01,2023-11-30,6,86.77,3.38,14,3,0,SH05,Lighthouse Safehouse 5,Luzon,Baguio City,Active,2022-06-30,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.5454545454545454,5,6.0,78.67,3.27,10.0,10.0,0.0,526.78,2.0,2.0,0.5454545454545454,0.0,0.0,0.0,511.42,15.36,0.0,6.0,84.55,3.24,4.0,3.0,1.0,175.09,1.0,1.0,0.5454545454545454,175.09,0.0,0.0,0.0,0.0,0.0,6.0,77.15,3.12,1.0,0.0,0.0,3.54,1.0,1.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,3.54,6.0,5.0,4.333333333333333,0.3333333333333333,235.13666666666663,0.5454545454545454,6.0,3.6666666666666665,2.833333333333333,0.1666666666666666,332.08833333333337,0.5454545454545454,6.0,8.0,1.0,0.0,0.5454545454545454,True,False,6.0
3,2023-11-01,2023-11-30,7,94.03,3.37,7,10,2,SH03,Lighthouse Safehouse 3,Mindanao,Davao City,Active,2022-04-01,9,4,421.11,1.0,1.0,0.0,421.11,0.0,0.0,0.0,0.0,19,0.7777777777777778,2,7.0,95.25,3.42,18.0,8.0,0.0,2120.08,2.0,2.0,0.7777777777777778,2104.72,0.0,15.36,0.0,0.0,0.0,7.0,93.28,3.4,12.0,2.0,0.0,1000.5,1.0,1.0,0.7777777777777778,1000.5,0.0,0.0,0.0,0.0,0.0,7.0,79.78,3.31,13.0,5.0,0.0,345.68,2.0,2.0,0.7777777777777778,20.62,0.0,325.06,0.0,0.0,0.0,7.0,14.333333333333334,5.0,0.0,1155.42,0.7777777777777778,7.0,9.833333333333334,4.166666666666667,0.0,855.0433333333334,0.7777777777777778,7.0,7.0,3.0,1.0,0.7777777777777778,True,False,7.0
9,2023-11-01,2023-11-30,2,38.7,2.7,3,2,1,SH09,Lighthouse Safehouse 9,Mindanao,General Santos,Active,2022-12-27,6,3,501.49,2.0,2.0,0.0,0.0,0.0,498.09,3.4,0.0,11,0.3333333333333333,4,2.0,50.7,2.7,2.0,1.0,0.0,773.64,3.0,3.0,0.3333333333333333,0.0,0.0,537.5,223.34,0.0,12.8,2.0,50.4,2.6,3.0,1.0,0.0,799.86,1.0,1.0,0.3333333333333333,0.0,0.0,799.86,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,979.13,4.0,3.0,0.3333333333333333,162.5,0.0,0.0,0.0,313.53000000000003,503.1,2.0,1.6666666666666667,0.6666666666666666,0.0,850.8766666666667,0.3333333333333333,2.0,0.8333333333333334,0.3333333333333333,0.0,612.2133333333333,0.3333333333333333,2.0,3.0,1.0,0.0,0.3333333333333333,True,False,2.0
6,2023-11-01,2023-11-30,5,91.7,3.21,4,6,0,SH06,Lighthouse Safehouse 6,Mindanao,Cagayan de Oro,Active,2022-08-14,8,5,304.01,2.0,2.0,0.0,0.0,300.0,0.0,4.01,0.0,15,0.625,3,5.0,77.4,3.05,10.0,1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,2.98,2.0,0.0,0.0,1099.1,3.0,2.0,0.625,187.26,0.0,0.0,911.84,0.0,0.0,5.0,77.7,2.88,3.0,0.0,0.0,26.27,1.0,1.0,0.625,26.27,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.3333333333333333,0.0,375.1233333333333,0.625,5.0,3.8333333333333335,0.6666666666666666,0.1666666666666666,473.845,0.625,5.0,5.0,0.0,0.0,0.625,True,False,5.0
8,2023-11-01,2023-11-30,6,100.0,3.32,2,4,0,SH08,Lighthouse Safehouse 8,Visayas,Tacloban,Active,2022-11-12,9,7,1177.41,1.0,1.0,0.0,0.0,1177.41,0.0,0.0,0.0,12,0.6666666666666666,3,6.0,100.0,3.24,6.0,3.0,0.0,1639.86,4.0,2.0,0.6666666666666666,1377.2,0.0,0.0,0.0,0.0,262.66,6.0,90.0,3.17,1.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,83.9,3.17,6.0,2.0,0.0,915.05,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,915.05,0.0,6.0,4.333333333333333,2.6666666666666665,0.0,851.6366666666668,0.6666666666666666,6.0,3.5,2.5,0.0,626.3983333333333,0.6666666666666666,6.0,8.0,6.0,0.0,0.6666666666666666,True,False,6.0
7,2023-11-01,2023-11-30,8,92.5,2.89,7,1,0,SH07,Lighthouse Safehouse 7,Visayas,Bacolod,Active,2022-09-28,12,4,1732.45,1.0,1.0,0.0,0.0,1732.45,0.0,0.0,0.0,14,0.6666666666666666,4,8.0,93.23,2.99,10.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,89.1,2.99,5.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,81.07,2.98,6.0,1.0,1.0,860.6,2.0,2.0,0.6666666666666666,0.0,400.04,460.56,0.0,0.0,0.0,8.0,7.0,1.6666666666666667,0.3333333333333333,286.8666666666667,0.6666666666666666,8.0,5.0,2.1666666666666665,0.1666666666666666,254.975,0.6666666666666666,8.0,7.0,1.0,0.0,0.6666666666666666,True,False,8.0
6,2023-12-01,2023-12-31,5,100.0,3.27,5,0,0,SH06,Lighthouse Safehouse 6,Mindanao,Cagayan de Oro,Active,2022-08-14,8,5,365.92,3.0,1.0,0.0,0.0,0.0,0.0,0.0,365.92,16,0.625,3,5.0,91.7,3.21,4.0,6.0,0.0,304.01,2.0,2.0,0.625,0.0,0.0,300.0,0.0,4.01,0.0,5.0,77.4,3.05,10.0,1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,2.98,2.0,0.0,0.0,1099.1,3.0,2.0,0.625,187.26,0.0,0.0,911.84,0.0,0.0,5.0,5.333333333333333,2.333333333333333,0.0,467.7033333333333,0.625,5.0,4.333333333333333,1.5,0.1666666666666666,378.06,0.625,5.0,6.0,3.0,0.0,0.625,True,False,5.0
4,2023-12-01,2023-12-31,8,81.3,3.34,10,8,0,SH04,Lighthouse Safehouse 4,Visayas,Iloilo City,Active,2022-05-16,12,4,3159.37,5.0,4.0,13.56,0.0,419.11,486.04,0.0,2240.66,19,0.6666666666666666,4,8.0,77.23,3.31,8.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.87,3.3,4.0,3.0,0.0,1104.48,3.0,3.0,0.6666666666666666,300.0,784.78,0.0,0.0,19.7,0.0,8.0,90.8,3.37,3.0,3.0,0.0,444.97,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,444.97,8.0,5.0,2.6666666666666665,0.0,516.4833333333333,0.6666666666666666,8.0,4.0,2.1666666666666665,0.0,627.4266666666667,0.6666666666666666,8.0,12.0,7.0,0.0,0.6666666666666666,True,False,8.0
5,2023-12-01,2023-12-31,6,98.0,3.35,8,1,0,SH05,Lighthouse Safehouse 5,Luzon,Baguio City,Active,2022-06-30,11,4,1731.84,2.0,2.0,0.0,0.0,1215.82,0.0,516.02,0.0,18,0.5454545454545454,5,6.0,86.77,3.38,14.0,3.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,6.0,78.67,3.27,10.0,10.0,0.0,526.78,2.0,2.0,0.5454545454545454,0.0,0.0,0.0,511.42,15.36,0.0,6.0,84.55,3.24,4.0,3.0,1.0,175.09,1.0,1.0,0.5454545454545454,175.09,0.0,0.0,0.0,0.0,0.0,6.0,9.333333333333334,5.333333333333333,0.3333333333333333,233.95666666666668,0.5454545454545454,6.0,5.666666666666667,3.1666666666666665,0.1666666666666666,329.19000000000005,0.5454545454545454,6.0,15.0,7.0,0.0,0.5454545454545454,True,False,6.0
7,2023-12-01,2023-12-31,8,91.2,2.94,7,1,0,SH07,Lighthouse Safehouse 7,Visayas,Bacolod,Active,2022-09-28,12,4,1915.71,3.0,3.0,1314.07,0.0,4.61,0.0,0.0,597.03,15,0.6666666666666666,4,8.0,92.5,2.89,7.0,1.0,0.0,1732.45,1.0,1.0,0.6666666666666666,0.0,0.0,1732.45,0.0,0.0,0.0,8.0,93.23,2.99,10.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,89.1,2.99,5.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.333333333333333,1.6666666666666667,0.0,577.4833333333333,0.6666666666666666,8.0,6.0,2.0,0.1666666666666666,494.525,0.6666666666666666,8.0,10.0,2.0,1.0,0.6666666666666666,True,False,8.0
3,2023-12-01,2023-12-31,7,100.0,3.42,7,3,1,SH03,Lighthouse Safehouse 3,Mindanao,Davao City,Active,2022-04-01,9,4,4254.81,7.0,3.0,0.0,606.6,0.0,0.0,2263.85,1384.36,20,0.7777777777777778,2,7.0,94.03,3.37,7.0,10.0,2.0,421.11,1.0,1.0,0.7777777777777778,0.0,421.11,0.0,0.0,0.0,0.0,7.0,95.25,3.42,18.0,8.0,0.0,2120.08,2.0,2.0,0.7777777777777778,2104.72,0.0,15.36,0.0,0.0,0.0,7.0,93.28,3.4,12.0,2.0,0.0,1000.5,1.0,1.0,0.7777777777777778,1000.5,0.0,0.0,0.0,0.0,0.0,7.0,12.333333333333334,6.666666666666667,0.6666666666666666,1180.5633333333335,0.7777777777777778,7.0,10.0,5.666666666666667,0.3333333333333333,925.2283333333334,0.7777777777777778,7.0,11.0,4.0,0.0,0.7777777777777778,True,False,7.0
1,2023-12-01,2023-12-31,10,77.15,3.08,12,7,1,SH01,Lighthouse Safehouse 1,Luzon,Quezon City,Active,2022-01-01,8,4,1527.05,2.0,1.0,0.0,0.0,1527.05,0.0,0.0,0.0,23,1.25,-2,10.0,74.2,3.05,16.0,7.0,0.0,2758.42,5.0,4.0,1.25,0.0,300.0,697.89,1460.53,300.0,0.0,10.0,71.17,3.0,10.0,11.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.3,2.97,8.0,9.0,0.0,12.17,1.0,1.0,1.25,0.0,0.0,12.17,0.0,0.0,0.0,10.0,11.333333333333334,9.0,0.0,923.53,1.25,10.0,8.666666666666666,7.5,0.0,1513.4383333333335,1.25,10.0,11.0,4.0,1.0,1.25,True,True,10.0
2,2023-12-01,2023-12-31,8,,,3,2,0,SH02,Lighthouse Safehouse 2,Visayas,Cebu City,Active,2022-02-15,10,5,388.98,3.0,2.0,385.96,0.0,3.02,0.0,0.0,0.0,22,0.8,2,8.0,,,2.0,0.0,0.0,1542.7,3.0,3.0,0.8,697.89,0.0,825.99,0.0,0.0,18.82,8.0,,,2.0,3.0,0.0,784.78,1.0,1.0,0.8,0.0,0.0,784.78,0.0,0.0,0.0,8.0,,,5.0,1.0,0.0,313.53,1.0,1.0,0.8,0.0,0.0,0.0,313.53,0.0,0.0,8.0,3.0,1.3333333333333333,0.0,880.3366666666667,0.8,8.0,2.1666666666666665,1.3333333333333333,0.0,797.06,0.8,8.0,1.0,0.0,0.0,0.8,True,False,8.0
9,2023-12-01,2023-12-31,2,40.0,2.63,3,1,0,SH09,Lighthouse Safehouse 9,Mindanao,General Santos,Active,2022-12-27,6,3,1708.54,3.0,3.0,0.0,0.0,0.0,195.0,659.39,854.15,12,0.3333333333333333,4,2.0,38.7,2.7,3.0,2.0,1.0,501.49,2.0,2.0,0.3333333333333333,0.0,0.0,0.0,498.09,3.4,0.0,2.0,50.7,2.7,2.0,1.0,0.0,773.64,3.0,3.0,0.3333333333333333,0.0,0.0,537.5,223.34,0.0,12.8,2.0,50.4,2.6,3.0,1.0,0.0,799.86,1.0,1.0,0.3333333333333333,0.0,0.0,799.86,0.0,0.0,0.0,2.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,691.6633333333333,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.1666666666666666,600.6,0.3333333333333333,2.0,4.0,1.0,0.0,0.3333333333333333,True,False,2.0
8,2023-12-01,2023-12-31,6,60.9,3.04,8,6,0,SH08,Lighthouse Safehouse 8,Visayas,Tacloban,Active,2022-11-12,9,7,3942.95,5.0,3.0,4.75,0.0,2915.7200000000003,0.0,1022.48,0.0,13,0.6666666666666666,3,6.0,100.0,3.32,2.0,4.0,0.0,1177.41,1.0,1.0,0.6666666666666666,0.0,0.0,1177.41,0.0,0.0,0.0,6.0,100.0,3.24,6.0,3.0,0.0,1639.86,4.0,2.0,0.6666666666666666,1377.2,0.0,0.0,0.0,0.0,262.66,6.0,90.0,3.17,1.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.333333333333333,0.0,939.09,0.6666666666666666,6.0,3.333333333333333,3.1666666666666665,0.0,820.9516666666667,0.6666666666666666,6.0,4.0,4.0,0.0,0.6666666666666666,True,False,6.0
8,2024-01-01,2024-01-31,6,72.1,3.11,4,4,0,SH08,Lighthouse Safehouse 8,Visayas,Tacloban,Active,2022-11-12,9,7,489.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,489.6,14,0.6666666666666666,3,6.0,60.9,3.04,8.0,6.0,0.0,3942.95,5.0,3.0,0.6666666666666666,4.75,0.0,2915.7200000000003,0.0,1022.48,0.0,6.0,100.0,3.32,2.0,4.0,0.0,1177.41,1.0,1.0,0.6666666666666666,0.0,0.0,1177.41,0.0,0.0,0.0,6.0,100.0,3.24,6.0,3.0,0.0,1639.86,4.0,2.0,0.6666666666666666,1377.2,0.0,0.0,0.0,0.0,262.66,6.0,5.333333333333333,4.333333333333333,0.0,2253.4066666666668,0.6666666666666666,6.0,3.8333333333333335,3.5,0.0,1390.7833333333335,0.6666666666666666,6.0,9.0,3.0,0.0,0.6666666666666666,True,False,6.0
7,2024-01-01,2024-01-31,8,68.38,2.96,10,2,1,SH07,Lighthouse Safehouse 7,Visayas,Bacolod,Active,2022-09-28,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.6666666666666666,4,8.0,91.2,2.94,7.0,1.0,0.0,1915.71,3.0,3.0,0.6666666666666666,1314.07,0.0,4.61,0.0,0.0,597.03,8.0,92.5,2.89,7.0,1.0,0.0,1732.45,1.0,1.0,0.6666666666666666,0.0,0.0,1732.45,0.0,0.0,0.0,8.0,93.23,2.99,10.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.3333333333333333,0.0,1216.0533333333333,0.6666666666666666,8.0,6.833333333333333,1.8333333333333333,0.1666666666666666,813.81,0.6666666666666666,8.0,12.0,3.0,0.0,0.6666666666666666,True,False,8.0
2,2024-01-01,2024-01-31,8,,,1,0,0,SH02,Lighthouse Safehouse 2,Visayas,Cebu City,Active,2022-02-15,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.8,2,8.0,,,3.0,2.0,0.0,388.98,3.0,2.0,0.8,385.96,0.0,3.02,0.0,0.0,0.0,8.0,,,2.0,0.0,0.0,1542.7,3.0,3.0,0.8,697.89,0.0,825.99,0.0,0.0,18.82,8.0,,,2.0,3.0,0.0,784.78,1.0,1.0,0.8,0.0,0.0,784.78,0.0,0.0,0.0,8.0,2.333333333333333,1.6666666666666667,0.0,905.4866666666668,0.8,8.0,2.1666666666666665,1.6666666666666667,0.0,861.89,0.8,8.0,4.0,2.0,0.0,0.8,True,False,8.0
5,2024-01-01,2024-01-31,6,84.17,3.14,15,7,0,SH05,Lighthouse Safehouse 5,Luzon,Baguio City,Active,2022-06-30,11,4,2430.92,5.0,4.0,776.19,0.0,1345.15,184.58,0.0,125.0,19,0.5454545454545454,5,6.0,98.0,3.35,8.0,1.0,0.0,1731.84,2.0,2.0,0.5454545454545454,0.0,0.0,1215.82,0.0,516.02,0.0,6.0,86.77,3.38,14.0,3.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,6.0,78.67,3.27,10.0,10.0,0.0,526.78,2.0,2.0,0.5454545454545454,0.0,0.0,0.0,511.42,15.36,0.0,6.0,10.666666666666666,4.666666666666667,0.0,752.8733333333333,0.5454545454545454,6.0,6.333333333333333,3.333333333333333,0.1666666666666666,617.0733333333333,0.5454545454545454,6.0,9.0,5.0,0.0,0.5454545454545454,True,False,6.0
