supporter_id,snapshot_month,created_at,supporter_type,relationship_type,region,country,status,acquisition_channel,donation_count_lifetime,monetary_donation_count_lifetime,non_monetary_donation_count_lifetime,recurring_donation_count_lifetime,total_monetary_amount_lifetime,total_resolved_value_lifetime,avg_monetary_amount_lifetime,donation_active_days_lifetime,donation_frequency_per_365d_lifetime,donation_recency_days,campaign_count_lifetime,channel_diversity_lifetime,donation_type_diversity_lifetime,social_referral_donation_count_lifetime,trailing_90d_donation_count,trailing_180d_donation_count,trailing_365d_donation_count,trailing_90d_total_resolved_value,trailing_180d_total_resolved_value,trailing_365d_total_resolved_value,trailing_365d_avg_monetary_amount,trailing_365d_recurring_donation_count,trailing_365d_social_referral_donation_count,trailing_365d_campaign_count,future_180d_donation_count,future_180d_recurring_donation_count,future_180d_total_resolved_value,observation_window_complete_180d,label_donor_upgrade_next_180d,label_recurring_conversion_next_180d,label_has_next_monetary_donation_180d,label_next_monetary_amount_180d
25,2023-07-01,2022-05-01,MonetaryDonor,Local,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,519.42,0.0,0,365.0,59,0,1,1,0,1,1,1,519.42,519.42,519.42,0.0,1,0,0,4,4,3706.23,True,True,False,True,2104.72
8,2023-07-01,2022-02-05,InKindDonor,Local,Mindanao,Philippines,Active,Church,2,2,0,2,1959.6,1959.6,979.8,114,6.4035087719298245,17,1,2,1,1,1,2,2,538.65,1959.6,1959.6,979.8,2,1,1,4,4,1747.9599999999998,True,False,False,True,766.29
35,2023-08-01,2022-06-20,SocialMediaAdvocate,International,Visayas,USA,Active,SocialMedia,1,0,1,0,0.0,315.92,0.0,0,365.0,80,1,1,1,0,1,1,1,315.92,315.92,315.92,0.0,0,0,1,3,0,3981.4,True,True,False,True,1569.56
58,2023-08-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,0,1,0,0.0,616.42,0.0,0,365.0,234,0,1,1,0,0,0,1,0.0,0.0,616.42,0.0,0,0,0,2,0,254.01,True,False,False,True,250.0
54,2023-08-01,2022-09-23,SkillsContributor,Local,Visayas,Philippines,Inactive,Event,10,5,5,10,4556.45,6482.490000000002,911.2900000000002,158,23.10126582278481,13,2,5,3,2,5,10,10,4459.4400000000005,6482.490000000002,6482.490000000002,911.2900000000002,10,2,2,3,3,1352.0900000000001,True,False,False,True,421.11
51,2023-08-01,2022-09-08,InKindDonor,Local,Luzon,Philippines,Inactive,WordOfMouth,1,1,0,0,1036.3,1036.3,1036.3,0,365.0,112,1,1,1,0,0,1,1,0.0,1036.3,1036.3,1036.3,0,0,1,1,0,343.6,True,False,False,True,343.6
45,2023-08-01,2022-08-09,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,4,3,1,4,1679.57,1685.29,559.8566666666667,144,10.13888888888889,0,1,3,2,1,3,4,4,1293.2,1685.29,1685.29,559.8566666666667,4,1,1,1,1,1732.45,True,True,False,True,1732.45
43,2023-08-01,2022-07-30,SocialMediaAdvocate,Local,Mindanao,Philippines,Active,Website,2,1,1,0,436.4,1104.3600000000001,436.4,8,91.25,11,0,2,2,0,2,2,2,1104.3600000000001,1104.3600000000001,1104.3600000000001,436.4,0,0,0,2,0,254.65,True,False,False,True,250.0
41,2023-08-01,2022-07-20,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,1,0,1,0,0.0,300.82,0.0,0,365.0,84,1,1,1,0,1,1,1,300.82,300.82,300.82,0.0,0,0,1,2,0,1856.5700000000002,True,True,False,True,1345.15
39,2023-08-01,2022-07-10,InKindDonor,PartnerOrganization,Luzon,Philippines,Active,Event,1,0,1,0,0.0,811.72,0.0,0,365.0,49,1,1,1,0,1,1,1,811.72,811.72,811.72,0.0,0,0,1,1,0,444.97,True,False,False,True,444.97
38,2023-08-01,2022-07-05,PartnerOrganization,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,3,1,2,3,1757.44,2823.99,1757.44,131,8.358778625954198,102,1,3,2,1,0,2,3,0.0,2211.1,2823.99,1757.44,3,1,1,1,1,1032.04,True,False,False,True,1032.04
33,2023-08-01,2022-06-10,InKindDonor,Local,Visayas,Philippines,Active,PartnerReferral,1,0,1,0,0.0,39.15,0.0,0,365.0,37,1,1,1,0,1,1,1,39.15,39.15,39.15,0.0,0,0,1,2,0,1544.09,True,True,False,True,1230.56
29,2023-08-01,2022-05-21,Volunteer,PartnerOrganization,Luzon,Philippines,Active,Event,1,0,1,0,0.0,9.94,0.0,0,365.0,180,0,1,1,0,0,0,1,0.0,0.0,9.94,0.0,0,0,0,2,0,1300.5,True,True,False,True,1000.5
1,2023-08-01,2022-01-01,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,5,2,3,5,1438.5500000000002,2364.6600000000003,719.2750000000001,120,15.208333333333334,39,1,3,3,2,4,5,5,1590.05,2364.6600000000003,2364.6600000000003,719.2750000000001,5,2,1,2,2,4020.24,True,True,False,True,2628.14
27,2023-08-01,2022-05-11,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,0,0.0,5.45,0.0,0,365.0,227,0,1,1,0,0,0,1,0.0,0.0,5.45,0.0,0,0,0,2,0,1799.25,True,True,False,True,1215.82
26,2023-08-01,2022-05-06,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,1,0.0,4.3,0.0,0,365.0,20,0,1,1,0,1,1,1,4.3,4.3,4.3,0.0,1,0,0,1,1,838.21,True,True,False,True,838.21
25,2023-08-01,2022-05-01,MonetaryDonor,Local,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,519.42,0.0,0,365.0,90,0,1,1,0,0,1,1,0.0,519.42,519.42,0.0,1,0,0,4,4,3706.23,True,True,False,True,2104.72
19,2023-08-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,2,1,1,0,349.66,353.81,349.66,100,7.3,130,1,2,2,0,0,1,2,0.0,4.15,353.81,349.66,0,0,1,2,0,1367.79,True,True,False,True,1337.07
13,2023-08-01,2022-03-02,PartnerOrganization,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.39,0.0,0,365.0,202,0,1,1,0,0,0,1,0.0,0.0,11.39,0.0,0,0,0,1,0,1395.79,True,True,False,True,1395.79
9,2023-08-01,2022-02-10,Volunteer,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.61,0.0,0,365.0,166,0,1,1,1,0,1,1,0.0,11.61,11.61,0.0,0,1,0,1,0,2496.61,True,True,False,True,2496.61
8,2023-08-01,2022-02-05,InKindDonor,Local,Mindanao,Philippines,Active,Church,2,2,0,2,1959.6,1959.6,979.8,114,6.4035087719298245,48,1,2,1,1,1,2,2,538.65,1959.6,1959.6,979.8,2,1,1,4,4,1747.9599999999998,True,False,False,True,766.29
4,2023-08-01,2022-01-16,MonetaryDonor,PartnerOrganization,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,439.51,0.0,0,365.0,169,0,1,1,1,0,1,1,0.0,439.51,439.51,0.0,1,1,0,2,2,2052.5,True,True,False,True,825.99
31,2023-08-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,4,3,1,4,2429.9700000000003,3033.8399999999997,809.9900000000001,54,27.037037037037038,129,1,3,2,1,0,3,4,0.0,2197.33,3033.8399999999997,809.9900000000001,4,1,1,3,3,1863.83,True,False,False,True,1014.15
38,2023-09-01,2022-07-05,PartnerOrganization,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,3,1,2,3,1757.44,2823.99,1757.44,131,8.358778625954198,132,1,3,2,1,0,1,3,0.0,1757.44,2823.99,1757.44,3,1,1,1,1,1032.04,True,False,False,True,1032.04
41,2023-09-01,2022-07-20,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,1,0,1,0,0.0,300.82,0.0,0,365.0,114,1,1,1,0,0,1,1,0.0,300.82,300.82,0.0,0,0,1,2,0,1856.5700000000002,True,True,False,True,1345.15
43,2023-09-01,2022-07-30,SocialMediaAdvocate,Local,Mindanao,Philippines,Active,Website,2,1,1,0,436.4,1104.3600000000001,436.4,8,91.25,41,0,2,2,0,2,2,2,1104.3600000000001,1104.3600000000001,1104.3600000000001,436.4,0,0,0,2,0,254.65,True,False,False,True,250.0
35,2023-09-01,2022-06-20,SocialMediaAdvocate,International,Visayas,USA,Active,SocialMedia,1,0,1,0,0.0,315.92,0.0,0,365.0,110,1,1,1,0,0,1,1,0.0,315.92,315.92,0.0,0,0,1,4,0,5402.22,True,True,False,True,1569.56
51,2023-09-01,2022-09-08,InKindDonor,Local,Luzon,Philippines,Inactive,WordOfMouth,1,1,0,0,1036.3,1036.3,1036.3,0,365.0,142,1,1,1,0,0,1,1,0.0,1036.3,1036.3,1036.3,0,0,1,1,0,343.6,True,False,False,True,343.6
58,2023-09-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,0,1,0,0.0,616.42,0.0,0,365.0,264,0,1,1,0,0,0,1,0.0,0.0,616.42,0.0,0,0,0,2,0,254.01,True,False,False,True,250.0
55,2023-09-01,2022-09-28,MonetaryDonor,Local,Luzon,Philippines,Inactive,SocialMedia,1,0,1,0,0.0,10.09,0.0,0,365.0,143,0,1,1,1,0,1,1,0.0,10.09,10.09,0.0,0,1,0,2,0,643.85,True,True,False,True,638.62
45,2023-09-01,2022-08-09,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,4,3,1,4,1679.57,1685.29,559.8566666666667,144,10.13888888888889,30,1,3,2,1,3,4,4,1293.2,1685.29,1685.29,559.8566666666667,4,1,1,1,1,1732.45,True,True,False,True,1732.45
31,2023-09-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,4,3,1,4,2429.9700000000003,3033.8399999999997,809.9900000000001,54,27.037037037037038,159,1,3,2,1,0,2,4,0.0,1625.6399999999999,3033.8399999999997,809.9900000000001,4,1,1,3,3,1863.83,True,False,False,True,1014.15
54,2023-09-01,2022-09-23,SkillsContributor,Local,Visayas,Philippines,Inactive,Event,11,5,6,11,4556.450000000001,7394.330000000001,911.2900000000002,196,20.48469387755102,5,2,5,3,2,5,9,11,5040.650000000001,6884.96,7394.330000000001,911.2900000000002,11,2,2,2,2,440.25,True,False,False,True,421.11
26,2023-09-01,2022-05-06,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,1,0.0,4.3,0.0,0,365.0,50,0,1,1,0,1,1,1,4.3,4.3,4.3,0.0,1,0,0,1,1,838.21,True,True,False,True,838.21
25,2023-09-01,2022-05-01,MonetaryDonor,Local,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,519.42,0.0,0,365.0,120,0,1,1,0,0,1,1,0.0,519.42,519.42,0.0,1,0,0,4,4,3706.23,True,True,False,True,2104.72
19,2023-09-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,2,1,1,0,349.66,353.81,349.66,100,7.3,160,1,2,2,0,0,1,2,0.0,4.15,353.81,349.66,0,0,1,2,0,1367.79,True,True,False,True,1337.07
13,2023-09-01,2022-03-02,PartnerOrganization,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.39,0.0,0,365.0,232,0,1,1,0,0,0,1,0.0,0.0,11.39,0.0,0,0,0,1,0,1395.79,True,True,False,True,1395.79
9,2023-09-01,2022-02-10,Volunteer,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.61,0.0,0,365.0,196,0,1,1,1,0,0,1,0.0,0.0,11.61,0.0,0,1,0,1,0,2496.61,True,True,False,True,2496.61
8,2023-09-01,2022-02-05,InKindDonor,Local,Mindanao,Philippines,Active,Church,2,2,0,2,1959.6,1959.6,979.8,114,6.4035087719298245,78,1,2,1,1,1,1,2,538.65,538.65,1959.6,979.8,2,1,1,4,4,1747.9599999999998,True,False,False,True,766.29
4,2023-09-01,2022-01-16,MonetaryDonor,PartnerOrganization,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,439.51,0.0,0,365.0,199,0,1,1,1,0,0,1,0.0,0.0,439.51,0.0,1,1,0,2,2,2052.5,True,True,False,True,825.99
1,2023-09-01,2022-01-01,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,5,2,3,5,1438.5500000000002,2364.6600000000003,719.2750000000001,120,15.208333333333334,69,1,3,3,2,1,4,5,19.2,1590.05,2364.6600000000003,719.2750000000001,5,2,1,2,2,4020.24,True,True,False,True,2628.14
27,2023-09-01,2022-05-11,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,0,0.0,5.45,0.0,0,365.0,257,0,1,1,0,0,0,1,0.0,0.0,5.45,0.0,0,0,0,2,0,1799.25,True,True,False,True,1215.82
35,2023-10-01,2022-06-20,SocialMediaAdvocate,International,Visayas,USA,Active,SocialMedia,2,1,1,0,1569.56,1885.48,1569.56,141,5.177304964539007,0,1,1,2,0,1,2,2,1569.56,1885.48,1885.48,1569.56,0,0,1,3,0,3832.6600000000003,True,True,False,True,2028.9
38,2023-10-01,2022-07-05,PartnerOrganization,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,3,1,2,3,1757.44,2823.99,1757.44,131,8.358778625954198,163,1,3,2,1,0,1,3,0.0,1757.44,2823.99,1757.44,3,1,1,1,1,1032.04,True,False,False,True,1032.04
41,2023-10-01,2022-07-20,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,2,0,2,0,0.0,812.24,0.0,129,5.658914728682171,16,1,2,1,0,1,2,2,511.42,812.24,812.24,0.0,0,0,1,1,0,1345.15,True,True,False,True,1345.15
43,2023-10-01,2022-07-30,SocialMediaAdvocate,Local,Mindanao,Philippines,Active,Website,2,1,1,0,436.4,1104.3600000000001,436.4,8,91.25,72,0,2,2,0,2,2,2,1104.3600000000001,1104.3600000000001,1104.3600000000001,436.4,0,0,0,2,0,254.65,True,False,False,True,250.0
58,2023-10-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,0,1,0,0.0,616.42,0.0,0,365.0,295,0,1,1,0,0,0,1,0.0,0.0,616.42,0.0,0,0,0,2,0,254.01,True,False,False,True,250.0
54,2023-10-01,2022-09-23,SkillsContributor,Local,Visayas,Philippines,Inactive,Event,11,5,6,11,4556.450000000001,7394.330000000001,911.2900000000002,196,20.48469387755102,36,2,5,3,2,3,7,11,2325.46,6160.580000000001,7394.330000000001,911.2900000000002,11,2,2,3,3,447.78,True,False,False,True,421.11
34,2023-10-01,2022-06-15,SocialMediaAdvocate,Local,Luzon,Philippines,Active,Church,1,0,1,1,0.0,39.4,0.0,0,365.0,0,0,1,1,0,1,1,1,39.4,39.4,39.4,0.0,1,0,0,3,3,1384.86,True,True,False,True,1076.59
60,2023-10-01,2022-10-23,InKindDonor,Local,Visayas,Philippines,Inactive,Website,3,3,0,3,1529.1100000000001,1529.1100000000001,509.7033333333334,124,8.830645161290322,78,1,2,1,0,1,2,3,250.0,624.1,1529.1100000000001,509.7033333333334,3,0,1,1,1,416.0,True,False,False,True,416.0
45,2023-10-01,2022-08-09,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,4,3,1,4,1679.57,1685.29,559.8566666666667,144,10.13888888888889,61,1,3,2,1,2,3,4,1287.48,1293.2,1685.29,559.8566666666667,4,1,1,1,1,1732.45,True,True,False,True,1732.45
32,2023-10-01,2022-06-05,InKindDonor,Local,Luzon,Philippines,Active,Event,2,1,1,0,338.91,341.51000000000005,338.91,11,66.36363636363636,271,0,2,2,0,0,0,2,0.0,0.0,341.51000000000005,338.91,0,0,0,1,0,464.59,True,True,False,True,464.59
55,2023-10-01,2022-09-28,MonetaryDonor,Local,Luzon,Philippines,Inactive,SocialMedia,1,0,1,0,0.0,10.09,0.0,0,365.0,174,0,1,1,1,0,1,1,0.0,10.09,10.09,0.0,0,1,0,2,0,643.85,True,True,False,True,638.62
27,2023-10-01,2022-05-11,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,2,0,2,0,0.0,588.88,0.0,268,2.7238805970149254,20,0,2,2,0,1,1,2,583.43,583.43,588.88,0.0,0,0,0,1,0,1215.82,True,True,False,True,1215.82
26,2023-10-01,2022-05-06,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,1,0.0,4.3,0.0,0,365.0,81,0,1,1,0,1,1,1,4.3,4.3,4.3,0.0,1,0,0,1,1,838.21,True,True,False,True,838.21
25,2023-10-01,2022-05-01,MonetaryDonor,Local,Mindanao,Philippines,Active,Church,3,2,1,3,2630.04,3149.46,1315.02,134,8.171641791044776,17,0,2,2,0,2,3,3,2630.04,3149.46,3149.46,1315.02,3,0,0,3,3,1731.8200000000002,True,False,False,True,776.19
19,2023-10-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,3,1,2,0,349.66,384.53000000000003,349.66,289,3.7889273356401385,2,1,2,3,0,1,1,3,30.72,30.72,384.53000000000003,349.66,0,0,1,1,0,1337.07,True,True,False,True,1337.07
13,2023-10-01,2022-03-02,PartnerOrganization,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.39,0.0,0,365.0,263,0,1,1,0,0,0,1,0.0,0.0,11.39,0.0,0,0,0,1,0,1395.79,True,True,False,True,1395.79
9,2023-10-01,2022-02-10,Volunteer,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.61,0.0,0,365.0,227,0,1,1,1,0,0,1,0.0,0.0,11.61,0.0,0,1,0,1,0,2496.61,True,True,False,True,2496.61
8,2023-10-01,2022-02-05,InKindDonor,Local,Mindanao,Philippines,Active,Church,2,2,0,2,1959.6,1959.6,979.8,114,6.4035087719298245,109,1,2,1,1,0,1,2,0.0,538.65,1959.6,979.8,2,1,1,4,4,1747.9599999999998,True,False,False,True,766.29
4,2023-10-01,2022-01-16,MonetaryDonor,PartnerOrganization,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,439.51,0.0,0,365.0,230,0,1,1,1,0,0,1,0.0,0.0,439.51,0.0,1,1,0,3,3,3069.59,True,True,False,True,825.99
1,2023-10-01,2022-01-01,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,5,2,3,5,1438.5500000000002,2364.6600000000003,719.2750000000001,120,15.208333333333334,100,1,3,3,2,0,4,5,0.0,1590.05,2364.6600000000003,719.2750000000001,5,2,1,2,2,4020.24,True,True,False,True,2628.14
31,2023-10-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,5,3,2,5,2429.9700000000003,3564.95,809.9900000000001,216,8.449074074074074,28,1,3,2,1,1,1,5,531.11,531.11,3564.95,809.9900000000001,5,1,1,2,2,1332.72,True,False,False,True,1014.15
34,2023-11-01,2022-06-15,SocialMediaAdvocate,Local,Luzon,Philippines,Active,Church,1,0,1,1,0.0,39.4,0.0,0,365.0,30,0,1,1,0,1,1,1,39.4,39.4,39.4,0.0,1,0,0,3,3,1384.86,True,True,False,True,1076.59
35,2023-11-01,2022-06-20,SocialMediaAdvocate,International,Visayas,USA,Active,SocialMedia,2,1,1,0,1569.56,1885.48,1569.56,141,5.177304964539007,30,1,1,2,0,1,2,2,1569.56,1885.48,1885.48,1569.56,0,0,1,3,0,3832.6600000000003,True,True,False,True,2028.9
38,2023-11-01,2022-07-05,PartnerOrganization,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,3,1,2,3,1757.44,2823.99,1757.44,131,8.358778625954198,193,1,3,2,1,0,0,3,0.0,0.0,2823.99,1757.44,3,1,1,1,1,1032.04,True,False,False,True,1032.04
60,2023-11-01,2022-10-23,InKindDonor,Local,Visayas,Philippines,Inactive,Website,3,3,0,3,1529.1100000000001,1529.1100000000001,509.7033333333334,124,8.830645161290322,108,1,2,1,0,0,2,3,0.0,624.1,1529.1100000000001,509.7033333333334,3,0,1,1,1,416.0,True,False,False,True,416.0
43,2023-11-01,2022-07-30,SocialMediaAdvocate,Local,Mindanao,Philippines,Active,Website,2,1,1,0,436.4,1104.3600000000001,436.4,8,91.25,102,0,2,2,0,0,2,2,0.0,1104.3600000000001,1104.3600000000001,436.4,0,0,0,2,0,254.65,True,False,False,True,250.0
55,2023-11-01,2022-09-28,MonetaryDonor,Local,Luzon,Philippines,Inactive,SocialMedia,2,0,2,0,0.0,15.32,0.0,177,4.124293785310734,27,1,2,2,1,1,1,2,5.23,5.23,15.32,0.0,0,1,1,1,0,638.62,True,True,False,True,638.62
58,2023-11-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,2,0,2,0,0.0,620.43,0.0,297,2.457912457912458,28,1,2,2,0,1,1,2,4.01,4.01,620.43,0.0,0,0,1,1,0,250.0,True,False,False,True,250.0
41,2023-11-01,2022-07-20,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,2,0,2,0,0.0,812.24,0.0,129,5.658914728682171,46,1,2,1,0,1,2,2,511.42,812.24,812.24,0.0,0,0,1,1,0,1345.15,True,True,False,True,1345.15
32,2023-11-01,2022-06-05,InKindDonor,Local,Luzon,Philippines,Active,Event,2,1,1,0,338.91,341.51000000000005,338.91,11,66.36363636363636,301,0,2,2,0,0,0,2,0.0,0.0,341.51000000000005,338.91,0,0,0,1,0,464.59,True,True,False,True,464.59
27,2023-11-01,2022-05-11,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,2,0,2,0,0.0,588.88,0.0,268,2.7238805970149254,50,0,2,2,0,1,1,2,583.43,583.43,588.88,0.0,0,0,0,1,0,1215.82,True,True,False,True,1215.82
26,2023-11-01,2022-05-06,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,1,0.0,4.3,0.0,0,365.0,111,0,1,1,0,0,1,1,0.0,4.3,4.3,0.0,1,0,0,1,1,838.21,True,True,False,True,838.21
25,2023-11-01,2022-05-01,MonetaryDonor,Local,Mindanao,Philippines,Active,Church,4,2,2,4,2630.04,3449.46,1315.02,161,9.06832298136646,20,1,2,2,0,3,3,4,2930.04,2930.04,3449.46,1315.02,4,0,1,2,2,1431.8200000000002,True,False,False,True,776.19
19,2023-11-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,3,1,2,0,349.66,384.53000000000003,349.66,289,3.7889273356401385,32,1,2,3,0,1,1,3,30.72,30.72,384.53000000000003,349.66,0,0,1,1,0,1337.07,True,True,False,True,1337.07
9,2023-11-01,2022-02-10,Volunteer,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.61,0.0,0,365.0,257,0,1,1,1,0,0,1,0.0,0.0,11.61,0.0,0,1,0,1,0,2496.61,True,True,False,True,2496.61
8,2023-11-01,2022-02-05,InKindDonor,Local,Mindanao,Philippines,Active,Church,3,3,0,3,2725.89,2725.89,908.63,229,4.781659388646288,24,1,2,1,2,1,2,3,766.29,1304.94,2725.89,908.63,3,2,1,3,3,981.6700000000001,True,False,False,True,489.6
4,2023-11-01,2022-01-16,MonetaryDonor,PartnerOrganization,Mindanao,Philippines,Active,Church,2,1,1,2,825.99,1265.5,825.99,237,3.080168776371308,23,1,1,2,2,1,1,2,825.99,825.99,1265.5,825.99,2,2,1,2,2,2243.6,True,True,False,True,1226.51
1,2023-11-01,2022-01-01,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,5,2,3,5,1438.5500000000002,2364.6600000000003,719.2750000000001,120,15.208333333333334,130,1,3,3,2,0,4,5,0.0,1590.05,2364.6600000000003,719.2750000000001,5,2,1,2,2,4020.24,True,True,False,True,2628.14
31,2023-11-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,5,3,2,5,2429.9700000000003,3564.95,809.9900000000001,216,8.449074074074074,58,1,3,2,1,1,1,5,531.11,531.11,3564.95,809.9900000000001,5,1,1,3,3,1613.5900000000001,True,False,False,True,1014.15
35,2023-12-01,2022-06-20,SocialMediaAdvocate,International,Visayas,USA,Active,SocialMedia,4,2,2,0,3598.46,4297.32,1799.23,191,7.643979057591623,11,2,3,2,1,3,3,4,3981.4,3981.4,4297.32,1799.23,0,1,2,1,0,1420.82,True,False,False,True,1420.82
60,2023-12-01,2022-10-23,InKindDonor,Local,Visayas,Philippines,Inactive,Website,3,3,0,3,1529.1100000000001,1529.1100000000001,509.7033333333334,124,8.830645161290322,139,1,2,1,0,0,2,3,0.0,624.1,1529.1100000000001,509.7033333333334,3,0,1,1,1,416.0,True,False,False,True,416.0
58,2023-12-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,2,0,2,0,0.0,620.43,0.0,297,2.457912457912458,59,1,2,2,0,1,1,2,4.01,4.01,620.43,0.0,0,0,1,1,0,250.0,True,False,False,True,250.0
55,2023-12-01,2022-09-28,MonetaryDonor,Local,Luzon,Philippines,Inactive,SocialMedia,2,0,2,0,0.0,15.32,0.0,177,4.124293785310734,58,1,2,2,1,1,1,2,5.23,5.23,15.32,0.0,0,1,1,1,0,638.62,True,True,False,True,638.62
54,2023-12-01,2022-09-23,SkillsContributor,Local,Visayas,Philippines,Inactive,Event,13,6,7,13,4977.56,7834.58,829.5933333333334,269,17.639405204460967,24,3,5,4,2,2,7,13,440.25,5480.900000000001,7834.58,829.5933333333334,13,2,3,4,4,809.29,True,False,False,True,250.0
43,2023-12-01,2022-07-30,SocialMediaAdvocate,Local,Mindanao,Philippines,Active,Website,2,1,1,0,436.4,1104.3600000000001,436.4,8,91.25,133,0,2,2,0,0,2,2,0.0,1104.3600000000001,1104.3600000000001,436.4,0,0,0,2,0,254.65,True,False,False,True,250.0
41,2023-12-01,2022-07-20,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,2,0,2,0,0.0,812.24,0.0,129,5.658914728682171,77,1,2,1,0,1,1,2,511.42,511.42,812.24,0.0,0,0,1,1,0,1345.15,True,True,False,True,1345.15
34,2023-12-01,2022-06-15,SocialMediaAdvocate,Local,Luzon,Philippines,Active,Church,1,0,1,1,0.0,39.4,0.0,0,365.0,61,0,1,1,0,1,1,1,39.4,39.4,39.4,0.0,1,0,0,3,3,1384.86,True,True,False,True,1076.59
36,2023-12-01,2022-06-25,SocialMediaAdvocate,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,4,3,1,0,3195.36,3217.03,1065.1200000000001,155,9.419354838709678,195,2,3,2,0,0,0,4,0.0,0.0,3217.03,1065.1200000000001,0,0,2,2,0,843.61,True,False,False,True,427.1
31,2023-12-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,6,4,2,6,3444.1200000000003,4579.1,861.0300000000001,300,7.3,5,1,3,2,2,2,2,6,1545.26,1545.26,4579.1,861.0300000000001,6,2,1,2,2,599.44,True,False,False,True,318.57
26,2023-12-01,2022-05-06,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,2,1,1,2,838.21,842.51,838.21,117,6.239316239316239,25,1,2,2,0,1,2,2,838.21,842.51,842.51,838.21,2,0,1,2,2,1906.96,True,True,False,True,1136.62
32,2023-12-01,2022-06-05,InKindDonor,Local,Luzon,Philippines,Active,Event,2,1,1,0,338.91,341.51000000000005,338.91,11,66.36363636363636,332,0,2,2,0,0,0,2,0.0,0.0,341.51000000000005,338.91,0,0,0,1,0,464.59,True,True,False,True,464.59
25,2023-12-01,2022-05-01,MonetaryDonor,Local,Mindanao,Philippines,Active,Church,4,2,2,4,2630.04,3449.46,1315.02,161,9.06832298136646,51,1,2,2,0,3,3,4,2930.04,2930.04,3449.46,1315.02,4,0,1,2,2,1431.8200000000002,True,False,False,True,776.19
